id,content,Business,SciTech,Sports,World,,,,,,,,,,,,,,
2153,"In the end, the Europeans took their shoes off and threw them into the gallery at Oakland Hills. By Amy Sancetta, AP. Did this mean they were shoo-ins to beat the USA in the Ryder Cup?",0,0,1,0,,,,,,,,,,,,,,
2154,"U.N. Secretary General Kofi Annan will tell the 191-member U.N. General Assembly on Tuesday that the rule of law in the post-Sept. 11  world has been eroded both by the United States and by other nations as they battle terrorism, and by Islamic extremists and their horrific acts of violence, according to senior U.N. officials.",0,0,0,1,,,,,,,,,,,,,,
2155,"MIAMI GARDENS - Monday was supposed to be moving day for the Florida Marlins, a playoff contender already marked extremely fragile.",0,0,1,0,,,,,,,,,,,,,,
2156,"Federal Reserve policy-makers were expected to raise US interest rates on Tuesday for a third time this year, continuing to lift borrowing costs from rock",1,0,0,0,,,,,,,,,,,,,,
2157,"Nike Inc. (NKE.N: Quote, Profile, Research) on Monday reported a 25 percent rise in quarterly profit, topping Wall Street estimates, on strong sales of Converse sneakers",1,0,0,0,,,,,,,,,,,,,,
2158,(CBS/AP) A video posted on an Islamic Web site Monday shows the apparent beheading of a man identified in the tape as American construction contractor Eugene Armstrong.,0,0,0,1,,,,,,,,,,,,,,
2159,"A top leader of Colombia #39;s right-wing paramilitaries has been assassinated, throwing into further doubt the ongoing peace process with the government.",0,0,0,1,,,,,,,,,,,,,,
2160,"En route to Las Vegas for the world heavyweight title fight between Vitali Klitschko and Britain #39;s Danny Williams, there is, inevitably, an old stirring of that anticipation which is familiar to almost anyone who has attended a big fight.",0,0,1,0,,,,,,,,,,,,,,
2161,"Prime Minister Manmohan Singh arrived on Tuesday for the first major diplomatic foray that includes talks with US President George W Bush, Pakistan President Pervez Musharraf and address to the UN General Assembly.",0,0,0,1,,,,,,,,,,,,,,
2162,"WINDOWS IS  #39;free #39; in Iran, but even there is an increasing move towards Linux, according to an AFP report. Apparently, because Iran refuses to abide by international copyright laws, pirated copies of Windows make the product free and everyone uses it.",0,1,0,0,,,,,,,,,,,,,,
2163,"Nestle confirmed its 2004 guidance on Tuesday, a day after competitors Unilever and Colgate-Palmolive cast doubts over the consumer goods industry #39;s outlook by issuing profit warnings.",1,0,0,0,,,,,,,,,,,,,,
2164,(09/21/04)-- The death toll keeps rising in Haiti. Officials say at least 622 people have been killed by Hurricane Jeanne. Jeanne was downgraded to a tropical,0,0,0,1,,,,,,,,,,,,,,
2165,"Apple Computer #39;s rack-mounted storage system received a vote of confidence Monday, with database giant Oracle endorsing the Xserve RAID as part of an initiative to cut storage costs.",0,1,0,0,,,,,,,,,,,,,,
2166,Fujitsu has joined the networking parade by agreeing to sell Cisco #39,s high-end routers and switches in Japan. It should come as no surprise as the market for high-end routers heats up.,0,1,0,0,,,,,,,,,,,,,
2167,"JERUSALEM (Reuters) - Israeli unions began a nationwide  strike on Tuesday expected to affect about 400,000 public  sector workers and severely hamper international travel.",0,0,0,1,,,,,,,,,,,,,,
2168,"SAN FRANCISCO -- PeopleSoft Inc. is trying to create a party-like atmosphere at its annual customer conference, but this week's gathering may feel more like a wake with rival Oracle Corp.'s \$7.7 billion takeover bid looming larger than ever.",1,0,0,0,,,,,,,,,,,,,,
2169,"SAN FRANCISCO -- Hoping to emerge from the shadow of its more popular rivals, Ask Jeeves Inc. is adding new tools for visitors to save and organize links to Web pages they find through the company's online search engine.",1,0,0,0,,,,,,,,,,,,,,
2170,AP - Sony Corp. on Tuesday showed a smaller book-size PlayStation 2 going on sale worldwide next month that will help the Japanese electronics and entertainment giant cut costs as video-game consoles continue to drop in price.,0,1,0,0,,,,,,,,,,,,,,
2171,"AP - Joe Gibbs had seen it before, although he didn't remember: On Dec. 7, 1986, his Washington Redskins turned the ball over seven times and lost to the New York Giants.",0,0,1,0,,,,,,,,,,,,,,
2172,"AFP - President George W. Bush has rewritten US foreign policy during four years at the White House, with the war on terror now taking priority and doubt cast on some traditional alliances.",0,0,0,1,,,,,,,,,,,,,,
2173,The Indian Board re-opens the bidding for TV rights after Australian threaten to cancel their tour.,0,0,0,1,,,,,,,,,,,,,,
2174,"Defying a key demand set by 35 nations, Iran announced Tuesday that it has started converting raw uranium into the gas needed for enrichment, a process that can be used to make nuclear weapons.",0,0,0,1,,,,,,,,,,,,,,
2175,"Crude hovers around \$46 a barrel amid demand from most populous country, damage reports from Ivan. LONDON (Reuters) - Oil prices held above \$46 a barrel Tuesday as China showed no letup in its strong demand",1,0,0,0,,,,,,,,,,,,,,
2176,"Ask Jeeves Inc. has made three significant enhancements to its search engine, as the Emeryville, California company continues to take aim at its much larger competitors",0,1,0,0,,,,,,,,,,,,,,
2177,"Internet advertising revenues jumped 40 percent in the first half of this year, driven largely by the growing popularity of keyword ads tied to search results.",0,1,0,0,,,,,,,,,,,,,,
2178,"By Ed Edelson, HealthDay Reporter    HealthDayNews -- Children who are abused or neglected grow up to be adults with a significantly greater risk of heart disease, a new study says.    It's the first study to show a direct link between a wide range of childhood problems and ischemic heart disease -- blockage of the arteries that leads to heart attacks and other major problems, said Maxia Dong, a medical epidemiologist at the U.S...",0,1,0,0,,,,,,,,,,,,,,
2179,"Paychecks stay the same for the top two, but compensation changes for other Microsoft workers as stock grants replace options.",0,1,0,0,,,,,,,,,,,,,,
2180,"Bill Gates and Steve Ballmer each received total compensation of \$901,667 in Microsoft Corp.'s 2004 fiscal year, up 4.4 percent from \$863,447 one year ago.",0,1,0,0,,,,,,,,,,,,,,
2181,"PC World - Despite Intel's support of the emerging wireless technology, some doubt its potential.",0,1,0,0,,,,,,,,,,,,,,
2182,"NEW YORK (Reuters) - U.S. stocks edged up on Tuesday as  investors expected the Federal Reserve to stay on a course of  ""measured"" interest-rate increases, while major Wall Street  investment banks rose on higher profits.",1,0,0,0,,,,,,,,,,,,,,
2183,"U.S. News   World Report - Michael Cadigan's day job is practicing commercial law in Albuquerque. But over eggs at the trendy Gold Street Caffe in the heart of downtown, he and a dozen other lawyers are immersing themselves in the intricacies of election law. On Election Day, they plan to be out in force for Democrat John Kerry at polling places across New Mexico, where Al Gore won in 2000 by just 366 votes.  quot;We know there was a lot of monkey business with counting ballots before, quot; says Cadigan.  quot;We want to make sure that doesn't happen again. ...",0,0,0,1,,,,,,,,,,,,,,
2184,"WASHINGTON - A Senate panel on Tuesday approved the nomination of Rep. Porter Goss, R-Fla., to head the CIA, overcoming Democrats' objections that Goss was too political for the job...",0,0,0,1,,,,,,,,,,,,,,
2185,"AFP - Kevin Spacey, the US screen star who is spending a season working for one of London's top West End theatres, lashed out at members of the audience who rustle sweet wrappers and forget to turn off their mobile phones during performances.",0,1,0,0,,,,,,,,,,,,,,
2186,"Online holiday shoppers this year are making cash registers jingle and meeting analysts #39; expectations as they spent \$8.8 billion in November, researchers said Monday.",1,0,0,0,,,,,,,,,,,,,,
2187,"AP - President Bush on Tuesday condemned the beheading of American hostage Eugene Armstrong, telling interim Iraqi Prime Minister Ayad Allawi, ""We will not allow these thugs and terrorists to decide your fate and decide my fate.""",0,0,0,1,,,,,,,,,,,,,,
2188,"A federal judge ordered Martha Stewart today to surrender for prison by Oct. 8, granting the Ms. Stewart's request to begin serving her sentence for lying about a stock sale.",1,0,0,0,,,,,,,,,,,,,,
2189,TORONTO (CP) - The Ontario Securities Commission is warning four Canadian mutual fund managers of  quot,potential enforcement proceedings quot, for improper trading.,1,0,0,0,,,,,,,,,,,,
2190,"Stephen J. Adler, deputy managing editor of The Wall Street Journal, has been named editor of Business Week magazine, succeeding Stephen B. Shepard, who announced last week that he would retire from the magazine to become the first dean of a new",1,0,0,0,,,,,,,,,,,,,,
2191,"In April a Christian activist announced a summer 2004 expedition to search for Noah's ark. The quest didn't happen, and now critics are questioning the project's credibility.",0,1,0,0,,,,,,,,,,,,,,
2192,"MICHIGAN - Tiger Woods finished the 35th Ryder Cup on a personal winning note in the last-day singles, but the enigma of his relationship with the biennial team competition remains.",0,0,1,0,,,,,,,,,,,,,,
2193,"Unified support for passwords, smart cards and tokens means better network security, the company says.",0,1,0,0,,,,,,,,,,,,,,
2194,IDC says there's tough competition ahead for the iPod as manufacturers launch rival portable jukeboxes.,0,1,0,0,,,,,,,,,,,,,,
2195,"The killing of two Sunni clerics earlier this week could be part of a slide toward sectarian civil war, analysts say. By Howard LaFranchi  Staff writer of The Christian Science Monitor.",0,0,0,1,,,,,,,,,,,,,,
2196,"Ask Jeeves Search Engine Gets Slim and Personal\\Ask Jeeves has introduced new changes which have totally made over the search engine which hopes to give Yahoo, MSN and Google a run for their money. The new changes at Ask.com include MyJeeves personal search, a revamped local search, and an update ...",0,1,0,0,,,,,,,,,,,,,,
2197,"Frustrated employees are taking IT into their own hands by installing DIY Wi-Fi access points (APs) in their offices while their IT departments don't even notice, according to Gartner.\",0,1,0,0,,,,,,,,,,,,,,
2198,Silverstein had hoped the 11-member jury would determine that the language of the insurance policy treated the attacks as two occurrences.,1,0,0,0,,,,,,,,,,,,,,
2199,"Repairs to the oxygen generator onboard the International Space Station seemed to work, but then failed the following day. Astronauts are again limited to backup oxygen supplies. By Amit Asaravala.",0,1,0,0,,,,,,,,,,,,,,
2200,"The ArtBots show in New York this past weekend proved that robots can wax artistic, too -- or at least carry out the instructions of their artistic creators. Cyrus Farivar reports from New York.",0,1,0,0,,,,,,,,,,,,,,
2201,AP - Manchester United midfielder Roy Keane was charged with assault and criminal damage Tuesday over an alleged confrontation with a 16-year-old boy.,0,0,1,0,,,,,,,,,,,,,,
2202,"From the 1950 #39;s until the present, one of the dominant companies in the world #39;s computer industry. Offers a variety of data processing hardware systems, system and application software, and information technology services.",0,1,0,0,,,,,,,,,,,,,,
2203,"AP - A Senate panel on Tuesday approved the nomination of Rep. Porter Goss, R-Fla., to head the CIA, overcoming Democrats' objections that Goss was too political for the job.",0,0,0,1,,,,,,,,,,,,,,
2204,"SAN FRANCISCO (Reuters) - Contract electronics manufacturer  Jabil Circuit Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JBL.N target=/stocks/quickinfo/fullquote""&gt;JBL.N&lt;/A&gt; on Tuesday posted a higher quarterly  profit on stronger demand for computers, cellphones and other  electronic products.",1,0,0,0,,,,,,,,,,,,,,
2205,"NEW YORK - Stocks dashed higher Tuesday as investors welcomed strong earnings from financial services companies, upbeat economic data and some reassuring news from the Federal Reserve.    The Fed's decision to raise short-term interest rates by another quarter-percentage point to 1.75 percent did not come as a surprise to the market...",0,0,0,1,,,,,,,,,,,,,,
2206,"Oil prices hurdled \$47 a barrel Tuesday, with further declines in the nation #39;s supply expected in the short-term as petroleum producers disrupted by Hurricane Ivan continue to regroup.",1,0,0,0,,,,,,,,,,,,,,
2207,"SEPTEMBER 21, 2004 (IDG NEWS SERVICE) - With 15,000 attendees at PeopleSoft Inc. #39;s Connect 2004 user show waiting to hear how the company would handle Oracle Corp.",1,0,0,0,,,,,,,,,,,,,,
2208,"Google results with links to books at Amazon.com, the Internet Movie Database, Google Images, and GuruNet.com, plus site information, including similar links that others have followed.",0,1,0,0,,,,,,,,,,,,,,
2209,"When outsourcing IT operations offshore, companies often focus on lower costs and more productivity -- and fail to keep in mind the cultural differences that could affect their security, said experts at the Gartner IT Security Summit.",0,1,0,0,,,,,,,,,,,,,,
2210,"Microsoft may seek to become a more distributed company as it eyes future large acquisitions, CFO John Connors said yesterday.",0,1,0,0,,,,,,,,,,,,,,
2211,"Put RSS Feeds On Your Web Page\\If you're interested in putting RSS feeds on your Web page but you don't have a lot of server/programming expertise, you might want to try the RSS Digest tool at http://www.bigbold.com/rssdigest/ . This tools has some nice extras on it, though at the moment ...",0,1,0,0,,,,,,,,,,,,,,
2212,"FRANKFURT Joseph Ackermann, the Deutsche Bank chief executive, announced a much-anticipated personnel shake-up Tuesday aimed at solidifying leadership in its profitable investment banking business and restoring confidence in its commitment to Germany, the",1,0,0,0,,,,,,,,,,,,,,
2213,"Growth in the US economy this year is likely to be 4.3, the OECD forecast today, lowering an earlier forecast of 4.7. But the Japanese economy was set to grow by 4.4 instead of 3 forecast earlier and the euro zone by 2 instead of 1.6.",1,0,0,0,,,,,,,,,,,,,,
2214,"State regulators unanimously voted Tuesday to allow SBC Communications Inc. to charge competitors more to use its network, but it was unclear when, or if, that increase would be felt",1,0,0,0,,,,,,,,,,,,,,
2215,"When it came, the statement broadcast by the al-Jazeera Arabic news channel from Qatar was as chilling as it was ghoulish: A second American captive, Jack Hensley, 48, had",0,0,0,1,,,,,,,,,,,,,,
2216,"AP - The Chicago Bears placed Mike Brown on injured reserve Tuesday, one day after announcing the safety would miss the rest of the season with a torn Achilles' tendon.",0,0,1,0,,,,,,,,,,,,,,
2217,"National Science Foundation grants \$12.6 million to university scientists to study worms, viruses and the Net's ecology.",0,1,0,0,,,,,,,,,,,,,,
2218,AP - A Turkish construction company announced Tuesday that it was halting operations in neighboring Iraq in a bid to save the lives of 10 employees kidnapped by militants.,0,0,0,1,,,,,,,,,,,,,,
2219,"AP - NASA would get  #36;16.4 billion next year under a bill a Senate committee approved Tuesday, reversing a decision by House lawmakers to cut the space agency's budget below this year's levels.",0,0,0,1,,,,,,,,,,,,,,
2220,"Argentine soccer legend Diego Maradona finally departed for Cuba Monday where he will resume his treatment for cocaine addiction. Maradona boarded a plane bound for Havana, telling fans he would return in a month #39;s time.",0,0,1,0,,,,,,,,,,,,,,
2221,"AP - Barry Bonds will have two more seasons to break Hank Aaron's career home run record with the San Francisco Giants, who decided Tuesday to drop their right to void the final year of his contract.",0,0,1,0,,,,,,,,,,,,,,
2222,"WASHINGTON - Representatives of wireless telephone carriers planning a telephone directory service told a U.S. Senate committee Tuesday that legislation to protect their customers' privacy isn't needed, because their plan already does.",0,1,0,0,,,,,,,,,,,,,,
2223,Apple will be getting some stiff competition in the coming year. A slew of manufacturers will soon offer players utilizing small 1 quot, hard drives that help propel the iPod and allow them to compete more favorably in the market.,0,1,0,0,,,,,,,,,,,,,
2224,"A Malaysian woman has broken the world record for time spent living in a scorpion-filled box. Nur Malena Hassan, 27, has so far endured 32 days in a glass case with 6,069 scorpions; she",0,0,0,1,,,,,,,,,,,,,,
2225,Cisco Systems unveiled two SAN products that it says will help companies evade or recover quickly from disasters affecting corporate data.,0,1,0,0,,,,,,,,,,,,,,
2226,"President Bush went before a skeptical hall of world leaders Tuesday to mount a vigorous defense of the war in Iraq, telling the United Nations that the Iraqi people are",0,0,0,1,,,,,,,,,,,,,,
2227,"NEW YORK - US internet ad revenue jumped to a record US\$2.37 billion (\$3.5 billion) in the second quarter, surpassing the highest levels of the dotcom era.",1,0,0,0,,,,,,,,,,,,,,
2228,"AP - Former General Susilo Bambang Yudhoyono took a seemingly unassailable lead Wednesday in Indonesia's presidential election, cheering investors amid hopes he will introduce much-needed economic reforms and provide firm leadership in the war on terror.",0,0,0,1,,,,,,,,,,,,,,
2229,"Now that Barry Bonds is assured of staying with the San Francisco Giants for two more seasons, he already is looking beyond. His children won #39;t let him think about retirement just yet.",0,0,1,0,,,,,,,,,,,,,,
2230,"Nearly six months have passed since the Reds traded Chris Reitsma to Atlanta, but Sean Casey still regrets the move.  quot;You look at all the success the Braves",0,0,1,0,,,,,,,,,,,,,,
2231,"Friedrich Flick, who made his fortune as an arms supplier to the Nazis during World War II, once presented old master paintings to Luftwaffe Commander-in-Chief Hermann Gring as a birthday gift.",0,0,0,1,,,,,,,,,,,,,,
2232,"The White House could have closed a loophole through which student loan companies are billing the federal government nearly a billion dollars, but chose not to.",1,0,0,0,,,,,,,,,,,,,,
2233,"Steven Woghin, the former general counsel of Computer Associates, will plead guilty to criminal charges.",1,0,0,0,,,,,,,,,,,,,,
2234,"Pollen from a genetically modified grass was found 21 kilometres from where it was planted, scientists reported in a study published Tuesday, raising fears of transgenic crossbreeding.",1,0,0,0,,,,,,,,,,,,,,
2235,"The DC Sports and Entertainment Commission outlined its plans Tuesday night in a meeting with city government officials. An official involved in the process, speaking on condition of anonymity, told The Associated",0,0,1,0,,,,,,,,,,,,,,
2236,"Walking may protect the elderly from developing dementia, research suggests.",0,0,0,1,,,,,,,,,,,,,,
2237,AP - President Bush sought support from congressional leaders of both parties Monday for his aggressive proposal to overhaul Social Security during his second term.,0,0,0,1,,,,,,,,,,,,,,
2238,NEW YORK (CBS.MW) -- Dina Dublon is resigning as chief financial officer after 23 years at JP Morgan Chase in a shakeup that further solidifies Jamie Dimon #39,s control at the nation #39,s second-biggest bank.,1,0,0,0,,,,,,,,,,,,
2239,Breaking free: Philadelphia quarterback Donovan McNabb pushes away Minnesota cornerback Antoine Winfield before scrambling for more yards in the third quarter Monday night.,0,0,1,0,,,,,,,,,,,,,,
2240,"There was only an  quot;uh oh quot; inning for Brett Tomko in the first frame as the Giants pitcher gave up two home runs, but the right-hander got on track and breezed to a",0,0,1,0,,,,,,,,,,,,,,
2241,"AP - President Bush, straddling the worlds of diplomacy and re-election politics, is getting in another meeting with a foreign leader before hitting the road to Pennsylvania, a state at the top of his campaign wish list.",0,0,0,1,,,,,,,,,,,,,,
2242,A US hostage being held with Briton Ken Bigley has been killed by his captors. US officials said the body of Eugene Armstrong had been found.,0,0,0,1,,,,,,,,,,,,,,
2243,"Olympic champion Tyler Hamilton, the stoic Marblehead cyclist whose name has become synonymous with resilience and grit, could lose his gold medal and be banned",0,0,1,0,,,,,,,,,,,,,,
2244,What would happen when two of the worlds most talented and unpredictable sides rub shoulders and that too in an ICC Champions Trophy semi-final?,0,0,1,0,,,,,,,,,,,,,,
2245,"Sony on Tuesday showed a smaller, book-sized PlayStation 2 that will go on sale worldwide next month and help the Japanese electronics giant cut costs as video-game consoles continue to drop in price.",0,1,0,0,,,,,,,,,,,,,,
2246,"NEW DELHI: The ordinances to repeal the stringent anti-terror law, Pota, and amend an existing law to provide teeth to it to tackle terror received Presidential assent on Tuesday night.",0,0,0,1,,,,,,,,,,,,,,
2247,"AFP - Developing Asia is set to outperform this year with higher-than-expected growth of 7.0 percent despite high oil prices but it will slow in 2005 in tandem with the developed world, the Asian Development Bank (ADB) said.",0,0,0,1,,,,,,,,,,,,,,
2248,"NISQUALLY NATIONAL WILDLIFE REFUGE, Wash. - A 15-year plan would restore salt marshes and mudflats for migrating salmon at the Nisqually National Wildlife Refuge, more than 100 years after the farmland was drained and diked.",0,1,0,0,,,,,,,,,,,,,,
2249,"Los Angeles Times - BAGHDAD  #8212; Militants said Tuesday that they had beheaded a second American hostage in as many days and threatened to kill a British captive, increasing pressure on President Bush and British Prime Minister Tony Blair to confront a recent wave of kidnappings of foreigners in the Iraqi capital.",0,0,0,1,,,,,,,,,,,,,,
2250,"Jordan have terminated the contract of Italian driver Giorgio Pantano and called in Timo Glock as a replacement. The team said contractual difficulties were behind the split, and confirmed German Glock would race in Sunday #39;s inaugural Chinese Grand Prix.",0,0,1,0,,,,,,,,,,,,,,
2251,"'Most Significant Enterprise Applications Alliance in History,'it sez here...",0,1,0,0,,,,,,,,,,,,,,
2252,"SiliconValley.com - There's been a lot of innovation in online publishing lately, but regular Internet users might be scratching their heads at some of the lingo. Social software, blogs and RSS technology? What does it all mean?",0,1,0,0,,,,,,,,,,,,,,
2253,Vodafone has unveiled plans for 10 new third-generation handsets for Christmas to help shore up its struggling Japanese unit. Vodafone VOD.,1,0,0,0,,,,,,,,,,,,,,
2254,"An Iraqi group linked to al-Qaeda killed a second US hostage, Jack Hensley, and threatened to kill a British hostage unless Iraqi women detainees are freed, the group said on its Web site.",0,0,0,1,,,,,,,,,,,,,,
2255,"NEW YORK (AP) -- The number of children taking antidepressants has dropped dramatically since the Food and Drug Administration cautioned that the drugs can provoke suicidal behavior, according to a study.    Pharmacy benefit manager Medco Health Solutions found that the number of children taking antidepressants fell 18 percent in the first quarter and an additional 5 percent in the second quarter...",0,1,0,0,,,,,,,,,,,,,,
2256,"PeopleSoft Inc. is deepening its ties with IBM Corp., announcing on Tuesday a sales and development partnership it called the most significant enterprise applications alliance in the companies' history.",0,1,0,0,,,,,,,,,,,,,,
2257,"The world's top air-express shipper said earnings soared on strong revenue growth in its international, ground and freight services.",1,0,0,0,,,,,,,,,,,,,,
2258,"As the threat of a hostile takeover by Oracle rumbles on, PeopleSoft has announced a \$1bn partnership with IBM. Speaking at PeopleSoft #39;s user conference in San Francisco yesterday, the company #39;s chief executive",1,0,0,0,,,,,,,,,,,,,,
2259,"NEW YORK (Reuters) - U.S. investment bank Morgan Stanley  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=MWD.N target=/stocks/quickinfo/fullquote""&gt;MWD.N&lt;/A&gt; on Wednesday said quarterly profit dropped 34 percent  amid reduced trading revenue, falling well short of Wall  Street's already-lowered expectations after a summer of  sluggish market activity.",1,0,0,0,,,,,,,,,,,,,,
2260,"WASHINGTON -- Verizon Wireless, the nation #39;s largest wireless carrier, clashed with other cellular carriers on Tuesday, telling a US Senate committee that a proposal for a national wireless telephone directory is a  quot;terrible idea quot; and that the proposal",1,0,0,0,,,,,,,,,,,,,,
2261,"Athens - Two weightlifters from Azerbaidjan have been banned from competitions for life after testing positive for drugs, in the first two doping cases of the Athens Paralympics, officials said here on Wednesday.",0,0,1,0,,,,,,,,,,,,,,
2262,&lt,strong&gt,Interview&lt,/strong&gt, Professor Wendy Hall talks to &lt,em&gt,The Reg&lt,/em&gt,,0,1,0,0,,,,,,
2263,"Stocks fell on Wednesday after investment bank Morgan Stanley (MWD.N: Quote, Profile, Research) said quarterly profit fell, casting doubt on corporate profit growth, while a brokerage downgrade on Cisco Systems Inc.",1,0,0,0,,,,,,,,,,,,,,
2264,Two Spanish cycling team directors have criticized how American Tyler Hamilton #39,s positive test for a blood transfusion was carried out.,0,0,1,0,,,,,,,,,,,,,
2265,"The Indian cricket board said on Wednesday it was making arrangements on its own to broadcast next month #39;s test series against Australia, which is under threat because of a raging TV rights dispute.",0,0,1,0,,,,,,,,,,,,,,
2266,"When Vittorio Formisano, the principal investigator for the Planetary Fourier Spectrometer (PFS) aboard the European Space Agency #39;s Mars Express, announced Monday that his team found that concentrations",0,1,0,0,,,,,,,,,,,,,,
2267,"Experts recommend that the traffic control measures taken during last month #39;s Olympic Summer Games and the current Paralympics should be kept in Athens permanently, as they",0,0,1,0,,,,,,,,,,,,,,
2268,AP - Reigning Major League Soccer MVP Preki will miss the rest of the season after left ankle surgery.,0,0,1,0,,,,,,,,,,,,,,
2269,Cape Clear Software and Neon Systems Inc. on Wednesday announced they are working together to integrate their respective technologies and allow users to quickly integrate mainframe applications and data through the use of Web services.,0,1,0,0,,,,,,,,,,,,,,
2270,"In an effort to stop scams that cause unwitting Internet users to be charged premium rates for calls placed by software surreptitiously installed on their PCs, Ireland is going to block outgoing calls to 13 countries.",0,1,0,0,,,,,,,,,,,,,,
2271,"AFP - Since emerging from the shadow of the prudish Soviet Union a decade ago, sexual minorities have fought to gain a foothold in Russian society. But Russian lesbians now say they are facing growing pressure from authorities to return to the closet.",0,0,0,1,,,,,,,,,,,,,,
2272,"NetManage (Quote, Chart) agreed to acquire privately held Librados for an undisclosed sum. The deal would give NetManage application adapters to help its Host Services Platform server applications via service",0,1,0,0,,,,,,,,,,,,,,
2273,"AP - Israel's evacuation of the Gaza Strip will begin next summer and will take about 12 weeks, Prime Minister Ariel Sharon said Wednesday, reversing an earlier decision to speed up the pullout.",0,0,0,1,,,,,,,,,,,,,,
2274,Ziff Davis - A Texas company tries to take a little bit of the sting out of the biggest online retail nightmare: returns.,0,1,0,0,,,,,,,,,,,,,,
2275,Automaker DaimlerChrysler AG said Wednesday it has signed a contract with Japan #39,s Mitsubishi Motors Corp. in which the two companies renewed their commitment to joint production and development projects.,1,0,0,0,,,,,,,,,,,,,
2276,UNITED NATIONS (Reuters) - Israel urged the United Nations  on Wednesday to move toward sanctions against Iran because  Tehran is never going to abandon its alleged quest for nuclear  weapons.,0,0,0,1,,,,,,,,,,,,,,
2277,"ATHENS (AFP) - The Athens Paralympics weathered its first doping scandal, while juggernaut China continued to dominate the competition, racking up nearly twice as many as second-place Britain over the first four days of competition.",0,0,1,0,,,,,,,,,,,,,,
2278,"DETROIT (Reuters) - General Motors Corp. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GM.N target=/stocks/quickinfo/fullquote""&gt;GM.N&lt;/A&gt; will likely  cut some jobs in Europe and may close a plant there as part of  a restructuring plan under development to try to return the  region to profitability, the U.S. automaker said on Wednesday.",1,0,0,0,,,,,,,,,,,,,,
2279,The first witness in the first Enron criminal trial testified this morning she believed those higher up than both she and the Enron accountant now on trial were in on an effort to hide illicit,1,0,0,0,,,,,,,,,,,,,,
2280,"BAGHDAD Iraq promised Wednesday to release one of two high-profile women prisoners, but officials denied the decision was linked to demands by militants who purportedly killed two American hostages and are threatening to execute a Briton unless all female",0,0,0,1,,,,,,,,,,,,,,
2281,"AFP - Investing remains risky in Saudi Arabia, Qatar and Kuwait, notably because the presence of US forces in the region makes these countries vulnerable to terrorist attacks, a security consulting firm said.",1,0,0,0,,,,,,,,,,,,,,
2282,"NewsFactor - With its Internet-based phone service well established, AT T (NYSE: T) now is \focusing on establishing common ground among the broad array of technology\providers that help the operator deliver VoIP to businesses and\consumers.",0,1,0,0,,,,,,,,,,,,,,
2283,"If ""it sounds like you are being offered a panacea, then it's time to change the conversation,"" says an exec for the firm.",0,1,0,0,,,,,,,,,,,,,,
2284,"BELIEVE it or not, I still have personal friends who are ardent Zanu PF supporters with whom I socialize now and then. With one of them however, our political differences were beginning to affect our personal relationship.",0,0,0,1,,,,,,,,,,,,,,
2285,"BANGALORE, INDIA - An anticipated boom in mobile telephony use in India is attracting multinational and local companies to establish manufacturing operations in the country.",0,1,0,0,,,,,,,,,,,,,,
2286,"Sales of portable digital-audio players are booming, and IDC predicts the market will generate \$58 billion by 2008. The research firm says Apple #39;s iPod will continue to be a major participant",0,1,0,0,,,,,,,,,,,,,,
2287,"com September 22, 2004, 12:36 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.",0,1,0,0,,,,,,,,,,,,,,
2288,": With time running out to save a British hostage in Iraq, US officials said today they were not about to free female Iraqi prisoners as demanded by an al Qaida ally whose group has already beheaded two Americans.",0,0,0,1,,,,,,,,,,,,,,
2289,"A new GAO report indicates that offshore outsourcing could hurt IT employment growth over the next decade, but the study released today is sprinkled with caveats and qualifiers and shows more study is needed.",0,1,0,0,,,,,,,,,,,,,,
2290,"GIVEN their sordid 58 year-long history, its easy enough to sink into pessimism when discussing India-Pakistan relations. The just-concluded first round of comprehensive talks between the",0,0,0,1,,,,,,,,,,,,,,
2291,"roundup Plus: Spyware bill moves to Senate...Supercomputer center gets new No. 2...MIT, Caltech offer low-tech voting advice.",0,1,0,0,,,,,,,,,,,,,,
2292,"Flood of data interrupts Authorize.net's credit card processing for Internet merchants, leaving the company scrambling.",0,1,0,0,,,,,,,,,,,,,,
2293,"AP - Researchers at Iowa State University are pecking away at ways of making environmentally friendly plastic. From golf tees to a biodegradable flower pot that can be planted directly in the ground, scientists are studying ways of making plastics from things such as chicken feathers and soy protein.",0,1,0,0,,,,,,,,,,,,,,
2294,"AP - For six years, iMacs have set the standard for the PC industry with eye-popping designs, clever utilization of space and leaps forward in usability. Lately, though, Apple Computer Inc. seems to be making more waves with iPod music players than its venerable consumer PCs.",0,1,0,0,,,,,,,,,,,,,,
2295,"AP - CBS got the bill Wednesday for Janet Jackson's eye-catching flash dance during the Super Bowl halftime show: a record  #36;550,000.",0,0,1,0,,,,,,,,,,,,,,
2296,"See you next year in Las Vegas , proclaimed a marquee at the PeopleSoft user conference in San Francisco in late September. It was one of many not-so-subtle attempts by the company to reassure its customers",1,0,0,0,,,,,,,,,,,,,,
